,indicator,time_offset
2017-12-01 22:44:00,1,44
2017-12-01 22:45:00,1,45
2017-12-01 22:46:00,1,46
2017-12-01 22:47:00,1,47
2017-12-01 22:48:00,1,48
2017-12-01 22:49:00,1,49
2017-12-01 22:50:00,1,50
2017-12-01 22:51:00,1,51
2017-12-01 22:52:00,1,52
2017-12-01 22:53:00,1,53
2017-12-01 22:54:00,1,54
2017-12-01 22:55:00,1,55
2017-12-01 22:56:00,1,56
2017-12-01 22:57:00,1,57
2017-12-01 22:58:00,1,58
2017-12-01 22:59:00,1,59
2017-12-01 23:00:00,1,60
2017-12-01 23:01:00,1,61
2017-12-01 23:02:00,1,62
2017-12-01 23:03:00,1,63
2017-12-01 23:04:00,1,64
2017-12-01 23:05:00,1,65
2017-12-01 23:06:00,1,66
2017-12-01 23:07:00,1,67
2017-12-01 23:08:00,1,68
2017-12-01 23:09:00,1,69
2017-12-01 23:10:00,1,70
2017-12-01 23:11:00,1,71
2017-12-01 23:12:00,1,72
2017-12-01 23:13:00,1,73
2017-12-01 23:14:00,1,74
2017-12-01 23:15:00,1,75
2017-12-01 23:16:00,1,76
2017-12-01 23:17:00,1,77
2017-12-01 23:18:00,1,78
2017-12-01 23:19:00,1,79
2017-12-01 23:20:00,1,80
2017-12-01 23:21:00,1,81
2017-12-01 23:22:00,1,82
2017-12-01 23:23:00,1,83
2017-12-01 23:24:00,1,84
2017-12-01 23:25:00,1,85
2017-12-01 23:26:00,1,86
2017-12-01 23:27:00,1,87
2017-12-01 23:28:00,1,88
2017-12-01 23:29:00,1,89
2017-12-01 23:30:00,1,90
2017-12-01 23:31:00,1,91
2017-12-01 23:32:00,1,92
2017-12-01 23:33:00,1,93
2017-12-01 23:34:00,1,94
2017-12-01 23:35:00,1,95
2017-12-01 23:36:00,1,96
2017-12-01 23:37:00,1,97
2017-12-01 23:38:00,1,98
2017-12-01 23:39:00,1,99
2017-12-01 23:40:00,1,100
2017-12-01 23:41:00,1,101
2017-12-01 23:42:00,1,102
2017-12-01 23:43:00,1,103
2017-12-01 23:44:00,1,104
2017-12-01 23:45:00,1,105
2017-12-01 23:46:00,1,106
2017-12-01 23:47:00,1,107
2017-12-01 23:48:00,1,108
2017-12-01 23:49:00,1,109
2017-12-01 23:50:00,1,110
2017-12-01 23:51:00,1,111
2017-12-01 23:52:00,1,112
2017-12-01 23:53:00,1,113
2017-12-01 23:54:00,1,114
2017-12-01 23:55:00,1,115
2017-12-01 23:56:00,1,116
2017-12-01 23:57:00,1,117
2017-12-01 23:58:00,1,118
2017-12-01 23:59:00,1,119
2017-12-02 21:00:00,0,-60
2017-12-02 21:01:00,0,-59
2017-12-02 21:02:00,0,-58
2017-12-02 21:03:00,0,-57
2017-12-02 21:04:00,0,-56
2017-12-02 21:05:00,0,-55
2017-12-02 21:06:00,0,-54
2017-12-02 21:07:00,0,-53
2017-12-02 21:08:00,0,-52
2017-12-02 21:09:00,0,-51
2017-12-02 21:10:00,0,-50
2017-12-02 21:11:00,0,-49
2017-12-02 21:12:00,0,-48
2017-12-02 21:13:00,0,-47
2017-12-02 21:14:00,0,-46
2017-12-02 21:15:00,0,-45
2017-12-02 21:16:00,0,-44
2017-12-02 21:17:00,0,-43
2017-12-02 21:18:00,0,-42
2017-12-02 21:19:00,0,-41
2017-12-02 21:20:00,0,-40
2017-12-02 21:21:00,0,-39
2017-12-02 21:22:00,0,-38
2017-12-02 21:23:00,0,-37
2017-12-02 21:24:00,0,-36
2017-12-02 21:25:00,0,-35
2017-12-02 21:26:00,0,-34
2017-12-02 21:27:00,0,-33
2017-12-02 21:28:00,0,-32
2017-12-02 21:29:00,0,-31
2017-12-02 21:30:00,0,-30
2017-12-02 21:31:00,0,-29
2017-12-02 21:32:00,0,-28
2017-12-02 21:33:00,0,-27
2017-12-02 21:34:00,0,-26
2017-12-02 21:35:00,0,-25
2017-12-02 21:36:00,0,-24
2017-12-02 21:37:00,0,-23
2017-12-02 21:38:00,0,-22
2017-12-02 21:39:00,0,-21
2017-12-02 21:40:00,0,-20
2017-12-02 21:41:00,0,-19
2017-12-02 21:42:00,0,-18
2017-12-02 21:43:00,0,-17
2017-12-02 21:44:00,0,-16
2017-12-02 21:45:00,0,-15
2017-12-02 21:46:00,0,-14
2017-12-02 21:47:00,0,-13
2017-12-02 21:48:00,0,-12
2017-12-02 21:49:00,0,-11
2017-12-02 21:50:00,0,-10
2017-12-02 21:51:00,0,-9
2017-12-02 21:52:00,0,-8
2017-12-02 21:53:00,0,-7
2017-12-02 21:54:00,0,-6
2017-12-02 21:55:00,0,-5
2017-12-02 21:56:00,0,-4
2017-12-02 21:57:00,0,-3
2017-12-02 21:58:00,0,-2
2017-12-02 21:59:00,0,-1
2017-12-02 22:00:00,0,0
2017-12-02 22:01:00,0,1
2017-12-02 22:02:00,0,2
2017-12-02 22:03:00,0,3
2017-12-02 22:04:00,0,4
2017-12-02 22:05:00,0,5
2017-12-02 22:06:00,0,6
2017-12-02 22:07:00,0,7
2017-12-02 22:08:00,0,8
2017-12-02 22:09:00,0,9
2017-12-02 22:10:00,0,10
2017-12-02 22:11:00,0,11
2017-12-02 22:12:00,0,12
2017-12-02 22:13:00,0,13
2017-12-02 22:14:00,0,14
2017-12-02 22:15:00,0,15
2017-12-02 22:16:00,0,16
2017-12-02 22:17:00,0,17
2017-12-02 22:18:00,0,18
2017-12-02 22:19:00,1,19
2017-12-02 22:20:00,1,20
2017-12-02 22:21:00,1,21
2017-12-02 22:22:00,1,22
2017-12-02 22:23:00,1,23
2017-12-02 22:24:00,1,24
2017-12-02 22:25:00,1,25
2017-12-02 22:26:00,1,26
2017-12-02 22:27:00,1,27
2017-12-02 22:28:00,1,28
2017-12-02 22:29:00,1,29
2017-12-02 22:30:00,1,30
2017-12-02 22:31:00,1,31
2017-12-02 22:32:00,1,32
2017-12-02 22:33:00,1,33
2017-12-02 22:34:00,1,34
2017-12-02 22:35:00,1,35
2017-12-02 22:36:00,1,36
2017-12-02 22:37:00,1,37
2017-12-02 22:38:00,1,38
2017-12-02 22:39:00,1,39
2017-12-02 22:40:00,1,40
2017-12-02 22:41:00,1,41
2017-12-02 22:42:00,1,42
2017-12-02 22:43:00,1,43
2017-12-02 22:44:00,1,44
2017-12-02 22:45:00,1,45
2017-12-02 22:46:00,1,46
2017-12-02 22:47:00,1,47
2017-12-02 22:48:00,1,48
2017-12-02 22:49:00,1,49
2017-12-02 22:50:00,1,50
2017-12-02 22:51:00,1,51
2017-12-02 22:52:00,1,52
2017-12-02 22:53:00,1,53
2017-12-02 22:54:00,1,54
2017-12-02 22:55:00,1,55
2017-12-02 22:56:00,1,56
2017-12-02 22:57:00,1,57
2017-12-02 22:58:00,1,58
2017-12-02 22:59:00,1,59
2017-12-02 23:00:00,1,60
2017-12-02 23:01:00,1,61
2017-12-02 23:02:00,1,62
2017-12-02 23:03:00,1,63
2017-12-02 23:04:00,1,64
2017-12-02 23:05:00,1,65
2017-12-02 23:06:00,1,66
2017-12-02 23:07:00,1,67
2017-12-02 23:08:00,1,68
2017-12-02 23:09:00,1,69
2017-12-02 23:10:00,1,70
2017-12-02 23:11:00,1,71
2017-12-02 23:12:00,1,72
2017-12-02 23:13:00,1,73
2017-12-02 23:14:00,1,74
2017-12-02 23:15:00,1,75
2017-12-02 23:16:00,1,76
2017-12-02 23:17:00,1,77
2017-12-02 23:18:00,1,78
2017-12-02 23:19:00,1,79
2017-12-02 23:20:00,1,80
2017-12-02 23:21:00,1,81
2017-12-02 23:22:00,1,82
2017-12-02 23:23:00,1,83
2017-12-02 23:24:00,1,84
2017-12-02 23:25:00,1,85
2017-12-02 23:26:00,1,86
2017-12-02 23:27:00,1,87
2017-12-02 23:28:00,1,88
2017-12-02 23:29:00,1,89
2017-12-02 23:30:00,1,90
2017-12-02 23:31:00,1,91
2017-12-02 23:32:00,1,92
2017-12-02 23:33:00,1,93
2017-12-02 23:34:00,1,94
2017-12-02 23:35:00,1,95
2017-12-02 23:36:00,1,96
2017-12-02 23:37:00,1,97
2017-12-02 23:38:00,1,98
2017-12-02 23:39:00,1,99
2017-12-02 23:40:00,1,100
2017-12-02 23:41:00,1,101
2017-12-02 23:42:00,1,102
2017-12-02 23:43:00,1,103
2017-12-02 23:44:00,1,104
2017-12-02 23:45:00,1,105
2017-12-02 23:46:00,1,106
2017-12-02 23:47:00,1,107
2017-12-02 23:48:00,1,108
2017-12-02 23:49:00,1,109
2017-12-02 23:50:00,1,110
2017-12-02 23:51:00,1,111
2017-12-02 23:52:00,1,112
2017-12-02 23:53:00,1,113
2017-12-02 23:54:00,1,114
2017-12-02 23:55:00,1,115
2017-12-02 23:56:00,1,116
2017-12-02 23:57:00,1,117
2017-12-02 23:58:00,1,118
2017-12-02 23:59:00,1,119
2017-12-03 21:00:00,0,-60
2017-12-03 21:01:00,0,-59
2017-12-03 21:02:00,0,-58
2017-12-03 21:03:00,0,-57
2017-12-03 21:04:00,0,-56
2017-12-03 21:05:00,0,-55
2017-12-03 21:06:00,0,-54
2017-12-03 21:07:00,0,-53
2017-12-03 21:08:00,0,-52
2017-12-03 21:09:00,0,-51
2017-12-03 21:10:00,0,-50
2017-12-03 21:11:00,0,-49
2017-12-03 21:12:00,0,-48
2017-12-03 21:13:00,0,-47
2017-12-03 21:14:00,0,-46
2017-12-03 21:15:00,1,-45
2017-12-03 21:16:00,1,-44
2017-12-03 21:17:00,1,-43
2017-12-03 21:18:00,1,-42
2017-12-03 21:19:00,1,-41
2017-12-03 21:20:00,1,-40
2017-12-03 21:21:00,1,-39
2017-12-03 21:22:00,1,-38
2017-12-03 21:23:00,1,-37
2017-12-03 21:24:00,1,-36
2017-12-03 21:25:00,1,-35
2017-12-03 21:26:00,1,-34
2017-12-03 21:27:00,1,-33
2017-12-03 21:28:00,1,-32
2017-12-03 21:29:00,1,-31
2017-12-03 21:30:00,1,-30
2017-12-03 21:31:00,1,-29
2017-12-03 21:32:00,1,-28
2017-12-03 21:33:00,1,-27
2017-12-03 21:34:00,1,-26
2017-12-03 21:35:00,1,-25
2017-12-03 21:36:00,1,-24
2017-12-03 21:37:00,1,-23
2017-12-03 21:38:00,1,-22
2017-12-03 21:39:00,1,-21
2017-12-03 21:40:00,1,-20
2017-12-03 21:41:00,1,-19
2017-12-03 21:42:00,1,-18
2017-12-03 21:43:00,1,-17
2017-12-03 21:44:00,1,-16
2017-12-03 21:45:00,1,-15
2017-12-03 21:46:00,1,-14
2017-12-03 21:47:00,1,-13
2017-12-03 21:48:00,1,-12
2017-12-03 21:49:00,1,-11
2017-12-03 21:50:00,1,-10
2017-12-03 21:51:00,1,-9
2017-12-03 21:52:00,1,-8
2017-12-03 21:53:00,1,-7
2017-12-03 21:54:00,1,-6
2017-12-03 21:55:00,1,-5
2017-12-03 21:56:00,1,-4
2017-12-03 21:57:00,1,-3
2017-12-03 21:58:00,1,-2
2017-12-03 21:59:00,1,-1
2017-12-03 22:00:00,1,0
2017-12-03 22:01:00,1,1
2017-12-03 22:02:00,1,2
2017-12-03 22:03:00,1,3
2017-12-03 22:04:00,1,4
2017-12-03 22:05:00,1,5
2017-12-03 22:06:00,1,6
2017-12-03 22:07:00,1,7
2017-12-03 22:08:00,1,8
2017-12-03 22:09:00,1,9
2017-12-03 22:10:00,1,10
2017-12-03 22:11:00,1,11
2017-12-03 22:12:00,1,12
2017-12-03 22:13:00,1,13
2017-12-03 22:14:00,1,14
2017-12-03 22:15:00,1,15
2017-12-03 22:16:00,1,16
2017-12-03 22:17:00,1,17
2017-12-03 22:18:00,1,18
2017-12-03 22:19:00,1,19
2017-12-03 22:20:00,1,20
2017-12-03 22:21:00,1,21
2017-12-03 22:22:00,1,22
2017-12-03 22:23:00,1,23
2017-12-03 22:24:00,1,24
2017-12-03 22:25:00,1,25
2017-12-03 22:26:00,1,26
2017-12-03 22:27:00,1,27
2017-12-03 22:28:00,1,28
2017-12-03 22:29:00,1,29
2017-12-03 22:30:00,1,30
2017-12-03 22:31:00,1,31
2017-12-03 22:32:00,1,32
2017-12-03 22:33:00,1,33
2017-12-03 22:34:00,1,34
2017-12-03 22:35:00,1,35
2017-12-03 22:36:00,1,36
2017-12-03 22:37:00,1,37
2017-12-03 22:38:00,1,38
2017-12-03 22:39:00,1,39
2017-12-03 22:40:00,1,40
2017-12-03 22:41:00,1,41
2017-12-03 22:42:00,1,42
2017-12-03 22:43:00,1,43
2017-12-03 22:44:00,1,44
2017-12-03 22:45:00,1,45
2017-12-03 22:46:00,1,46
2017-12-03 22:47:00,1,47
2017-12-03 22:48:00,1,48
2017-12-03 22:49:00,1,49
2017-12-03 22:50:00,1,50
2017-12-03 22:51:00,1,51
2017-12-03 22:52:00,1,52
2017-12-03 22:53:00,1,53
2017-12-03 22:54:00,1,54
2017-12-03 22:55:00,1,55
2017-12-03 22:56:00,1,56
2017-12-03 22:57:00,1,57
2017-12-03 22:58:00,1,58
2017-12-03 22:59:00,1,59
2017-12-03 23:00:00,1,60
2017-12-03 23:01:00,1,61
2017-12-03 23:02:00,1,62
2017-12-03 23:03:00,1,63
2017-12-03 23:04:00,1,64
2017-12-03 23:05:00,1,65
2017-12-03 23:06:00,1,66
2017-12-03 23:07:00,1,67
2017-12-03 23:08:00,1,68
2017-12-03 23:09:00,1,69
2017-12-03 23:10:00,1,70
2017-12-03 23:11:00,1,71
2017-12-03 23:12:00,1,72
2017-12-03 23:13:00,1,73
2017-12-03 23:14:00,1,74
2017-12-03 23:15:00,1,75
2017-12-03 23:16:00,1,76
2017-12-03 23:17:00,1,77
2017-12-03 23:18:00,1,78
2017-12-03 23:19:00,1,79
2017-12-03 23:20:00,1,80
2017-12-03 23:21:00,1,81
2017-12-03 23:22:00,1,82
2017-12-03 23:23:00,1,83
2017-12-03 23:24:00,1,84
2017-12-03 23:25:00,1,85
2017-12-03 23:26:00,1,86
2017-12-03 23:27:00,1,87
2017-12-03 23:28:00,1,88
2017-12-03 23:29:00,1,89
2017-12-03 23:30:00,1,90
2017-12-03 23:31:00,1,91
2017-12-03 23:32:00,1,92
2017-12-03 23:33:00,1,93
2017-12-03 23:34:00,1,94
2017-12-03 23:35:00,1,95
2017-12-03 23:36:00,1,96
2017-12-03 23:37:00,1,97
2017-12-03 23:38:00,1,98
2017-12-03 23:39:00,1,99
2017-12-03 23:40:00,1,100
2017-12-03 23:41:00,1,101
2017-12-03 23:42:00,1,102
2017-12-03 23:43:00,1,103
2017-12-03 23:44:00,1,104
2017-12-03 23:45:00,1,105
2017-12-03 23:46:00,1,106
2017-12-03 23:47:00,1,107
2017-12-03 23:48:00,1,108
2017-12-03 23:49:00,1,109
2017-12-03 23:50:00,1,110
2017-12-03 23:51:00,1,111
2017-12-03 23:52:00,1,112
2017-12-03 23:53:00,1,113
2017-12-03 23:54:00,1,114
2017-12-03 23:55:00,1,115
2017-12-03 23:56:00,1,116
2017-12-03 23:57:00,1,117
2017-12-03 23:58:00,1,118
2017-12-03 23:59:00,1,119
2017-12-04 21:00:00,0,-60
2017-12-04 21:01:00,0,-59
2017-12-04 21:02:00,0,-58
2017-12-04 21:03:00,0,-57
2017-12-04 21:04:00,0,-56
2017-12-04 21:05:00,0,-55
2017-12-04 21:06:00,0,-54
2017-12-04 21:07:00,0,-53
2017-12-04 21:08:00,0,-52
2017-12-04 21:09:00,0,-51
2017-12-04 21:10:00,0,-50
2017-12-04 21:11:00,0,-49
2017-12-04 21:12:00,0,-48
2017-12-04 21:13:00,0,-47
2017-12-04 21:14:00,0,-46
2017-12-04 21:15:00,0,-45
2017-12-04 21:16:00,0,-44
2017-12-04 21:17:00,0,-43
2017-12-04 21:18:00,0,-42
2017-12-04 21:19:00,0,-41
2017-12-04 21:20:00,0,-40
2017-12-04 21:21:00,0,-39
2017-12-04 21:22:00,0,-38
2017-12-04 21:23:00,0,-37
2017-12-04 21:24:00,0,-36
2017-12-04 21:25:00,0,-35
2017-12-04 21:26:00,0,-34
2017-12-04 21:27:00,0,-33
2017-12-04 21:28:00,0,-32
2017-12-04 21:29:00,0,-31
2017-12-04 21:30:00,0,-30
2017-12-04 21:31:00,0,-29
2017-12-04 21:32:00,0,-28
2017-12-04 21:33:00,0,-27
2017-12-04 21:34:00,0,-26
2017-12-04 21:35:00,0,-25
2017-12-04 21:36:00,0,-24
2017-12-04 21:37:00,0,-23
2017-12-04 21:38:00,0,-22
2017-12-04 21:39:00,0,-21
2017-12-04 21:40:00,0,-20
2017-12-04 21:41:00,0,-19
2017-12-04 21:42:00,0,-18
2017-12-04 21:43:00,0,-17
2017-12-04 21:44:00,0,-16
2017-12-04 21:45:00,0,-15
2017-12-04 21:46:00,0,-14
2017-12-04 21:47:00,0,-13
2017-12-04 21:48:00,0,-12
2017-12-04 21:49:00,0,-11
2017-12-04 21:50:00,0,-10
2017-12-04 21:51:00,0,-9
2017-12-04 21:52:00,0,-8
2017-12-04 21:53:00,0,-7
2017-12-04 21:54:00,0,-6
2017-12-04 21:55:00,0,-5
2017-12-04 21:56:00,0,-4
2017-12-04 21:57:00,0,-3
2017-12-04 21:58:00,0,-2
2017-12-04 21:59:00,0,-1
2017-12-04 22:00:00,0,0
2017-12-04 22:01:00,0,1
2017-12-04 22:02:00,0,2
2017-12-04 22:03:00,0,3
2017-12-04 22:04:00,0,4
2017-12-04 22:05:00,0,5
2017-12-04 22:06:00,0,6
2017-12-04 22:07:00,0,7
2017-12-04 22:08:00,1,8
2017-12-04 22:09:00,1,9
2017-12-04 22:10:00,1,10
2017-12-04 22:11:00,1,11
2017-12-04 22:12:00,1,12
2017-12-04 22:13:00,1,13
2017-12-04 22:14:00,1,14
2017-12-04 22:15:00,1,15
2017-12-04 22:16:00,1,16
2017-12-04 22:17:00,1,17
2017-12-04 22:18:00,1,18
2017-12-04 22:19:00,1,19
2017-12-04 22:20:00,1,20
2017-12-04 22:21:00,1,21
2017-12-04 22:22:00,1,22
2017-12-04 22:23:00,1,23
2017-12-04 22:24:00,1,24
2017-12-04 22:25:00,1,25
2017-12-04 22:26:00,1,26
2017-12-04 22:27:00,1,27
2017-12-04 22:28:00,1,28
2017-12-04 22:29:00,1,29
2017-12-04 22:30:00,1,30
2017-12-04 22:31:00,1,31
2017-12-04 22:32:00,1,32
2017-12-04 22:33:00,1,33
2017-12-04 22:34:00,1,34
2017-12-04 22:35:00,1,35
2017-12-04 22:36:00,1,36
2017-12-04 22:37:00,1,37
2017-12-04 22:38:00,1,38
2017-12-04 22:39:00,1,39
2017-12-04 22:40:00,1,40
2017-12-04 22:41:00,1,41
2017-12-04 22:42:00,1,42
2017-12-04 22:43:00,1,43
2017-12-04 22:44:00,1,44
2017-12-04 22:45:00,1,45
2017-12-04 22:46:00,1,46
2017-12-04 22:47:00,1,47
2017-12-04 22:48:00,1,48
2017-12-04 22:49:00,1,49
2017-12-04 22:50:00,1,50
2017-12-04 22:51:00,1,51
2017-12-04 22:52:00,1,52
2017-12-04 22:53:00,1,53
2017-12-04 22:54:00,1,54
2017-12-04 22:55:00,1,55
2017-12-04 22:56:00,1,56
2017-12-04 22:57:00,1,57
2017-12-04 22:58:00,1,58
2017-12-04 22:59:00,1,59
2017-12-04 23:00:00,1,60
2017-12-04 23:01:00,1,61
2017-12-04 23:02:00,1,62
2017-12-04 23:03:00,1,63
2017-12-04 23:04:00,1,64
2017-12-04 23:05:00,1,65
2017-12-04 23:06:00,1,66
2017-12-04 23:07:00,1,67
2017-12-04 23:08:00,1,68
2017-12-04 23:09:00,1,69
2017-12-04 23:10:00,1,70
2017-12-04 23:11:00,1,71
2017-12-04 23:12:00,1,72
2017-12-04 23:13:00,1,73
2017-12-04 23:14:00,1,74
2017-12-04 23:15:00,1,75
2017-12-04 23:16:00,1,76
2017-12-04 23:17:00,1,77
2017-12-04 23:18:00,1,78
2017-12-04 23:19:00,1,79
2017-12-04 23:20:00,1,80
2017-12-04 23:21:00,1,81
2017-12-04 23:22:00,1,82
2017-12-04 23:23:00,1,83
2017-12-04 23:24:00,1,84
2017-12-04 23:25:00,1,85
2017-12-04 23:26:00,1,86
2017-12-04 23:27:00,1,87
2017-12-04 23:28:00,1,88
2017-12-04 23:29:00,1,89
2017-12-04 23:30:00,1,90
2017-12-04 23:31:00,1,91
2017-12-04 23:32:00,1,92
2017-12-04 23:33:00,1,93
2017-12-04 23:34:00,1,94
2017-12-04 23:35:00,1,95
2017-12-04 23:36:00,1,96
2017-12-04 23:37:00,1,97
2017-12-04 23:38:00,1,98
2017-12-04 23:39:00,1,99
2017-12-04 23:40:00,1,100
2017-12-04 23:41:00,1,101
2017-12-04 23:42:00,1,102
2017-12-04 23:43:00,1,103
2017-12-04 23:44:00,1,104
2017-12-04 23:45:00,1,105
2017-12-04 23:46:00,1,106
2017-12-04 23:47:00,1,107
2017-12-04 23:48:00,1,108
2017-12-04 23:49:00,1,109
2017-12-04 23:50:00,1,110
2017-12-04 23:51:00,1,111
2017-12-04 23:52:00,1,112
2017-12-04 23:53:00,1,113
2017-12-04 23:54:00,1,114
2017-12-04 23:55:00,1,115
2017-12-04 23:56:00,1,116
2017-12-04 23:57:00,1,117
2017-12-04 23:58:00,1,118
2017-12-04 23:59:00,1,119
2017-12-05 21:00:00,0,-60
2017-12-05 21:01:00,0,-59
2017-12-05 21:02:00,0,-58
2017-12-05 21:03:00,0,-57
2017-12-05 21:04:00,0,-56
2017-12-05 21:05:00,0,-55
2017-12-05 21:06:00,0,-54
2017-12-05 21:07:00,0,-53
2017-12-05 21:08:00,0,-52
2017-12-05 21:09:00,0,-51
2017-12-05 21:10:00,0,-50
2017-12-05 21:11:00,0,-49
2017-12-05 21:12:00,0,-48
2017-12-05 21:13:00,0,-47
2017-12-05 21:14:00,0,-46
2017-12-05 21:15:00,0,-45
2017-12-05 21:16:00,0,-44
2017-12-05 21:17:00,0,-43
2017-12-05 21:18:00,0,-42
2017-12-05 21:19:00,0,-41
2017-12-05 21:20:00,0,-40
2017-12-05 21:21:00,0,-39
2017-12-05 21:22:00,0,-38
2017-12-05 21:23:00,0,-37
2017-12-05 21:24:00,0,-36
2017-12-05 21:25:00,0,-35
2017-12-05 21:26:00,0,-34
2017-12-05 21:27:00,0,-33
2017-12-05 21:28:00,0,-32
2017-12-05 21:29:00,0,-31
2017-12-05 21:30:00,0,-30
2017-12-05 21:31:00,0,-29
2017-12-05 21:32:00,0,-28
2017-12-05 21:33:00,0,-27
2017-12-05 21:34:00,0,-26
2017-12-05 21:35:00,0,-25
2017-12-05 21:36:00,0,-24
2017-12-05 21:37:00,1,-23
2017-12-05 21:38:00,1,-22
2017-12-05 21:39:00,1,-21
2017-12-05 21:40:00,1,-20
2017-12-05 21:41:00,1,-19
2017-12-05 21:42:00,1,-18
2017-12-05 21:43:00,1,-17
2017-12-05 21:44:00,1,-16
2017-12-05 21:45:00,1,-15
2017-12-05 21:46:00,1,-14
2017-12-05 21:47:00,1,-13
2017-12-05 21:48:00,1,-12
2017-12-05 21:49:00,1,-11
2017-12-05 21:50:00,1,-10
2017-12-05 21:51:00,1,-9
2017-12-05 21:52:00,1,-8
2017-12-05 21:53:00,1,-7
2017-12-05 21:54:00,1,-6
2017-12-05 21:55:00,1,-5
2017-12-05 21:56:00,1,-4
2017-12-05 21:57:00,1,-3
2017-12-05 21:58:00,1,-2
2017-12-05 21:59:00,1,-1
2017-12-05 22:00:00,1,0
2017-12-05 22:01:00,1,1
2017-12-05 22:02:00,1,2
2017-12-05 22:03:00,1,3
2017-12-05 22:04:00,1,4
2017-12-05 22:05:00,1,5
2017-12-05 22:06:00,1,6
2017-12-05 22:07:00,1,7
2017-12-05 22:08:00,1,8
2017-12-05 22:09:00,1,9
2017-12-05 22:10:00,1,10
2017-12-05 22:11:00,1,11
2017-12-05 22:12:00,1,12
2017-12-05 22:13:00,1,13
2017-12-05 22:14:00,1,14
2017-12-05 22:15:00,1,15
2017-12-05 22:16:00,1,16
2017-12-05 22:17:00,1,17
2017-12-05 22:18:00,1,18
2017-12-05 22:19:00,1,19
2017-12-05 22:20:00,1,20
2017-12-05 22:21:00,1,21
2017-12-05 22:22:00,1,22
2017-12-05 22:23:00,1,23
